battery_id,cycle,voltage,temperature,capacity,soh,rul,dT_dt,dV_dt,capacity_fade_pct,temp_roll_avg,volt_roll_avg,fault_type,Pressure,global_radiation,temp_mean(c),temp_min(c),temp_max(c),Wind_Speed,Wind_Bearing,normalized_label,Timestamp,Electricity_Consumed,Temperature,Humidity,Wind_Speed,Avg_Past_Consumption
B0018,92,3.470443915,31.18787731,1.451535389,0.779197024,40,0.140638983,-0.009020163,27.42323054,30.85783016,3.472029442,Normal,992.8,0.87,11.7,9,15.8,6.44,350,0,1/13/2024 3:00,0.480463644,0.74696035,0.424486199,0.475909506,0.436076693
B0018,93,3.467770892,31.30692666,1.443019078,0.774625393,39,0.119049345,-0.002673023,27.84904611,30.94826862,3.470475652,Normal,992.8,0.87,11.7,9,15.8,14.35,332,0,1/13/2024 3:30,0.75344881,0.578883973,0.170177352,0.285359577,0.555421029
B0018,94,3.462578531,31.44906396,1.426222266,0.765608716,38,0.142137301,-0.005192361,28.68888669,31.09806408,3.468919154,Normal,992.8,0.47,10,8.3,11.6,7.08,354,0,1/13/2024 4:00,0.405311043,0.68307596,0.372324828,0.301289765,0.524382248
B0018,95,3.46496091,31.15668431,1.429064305,0.767134348,37,-0.292379652,0.002382379,28.54678476,31.22955811,3.469043665,Normal,992.8,0.47,10,8.3,11.6,11.27,200,0,1/13/2024 4:30,0.416370098,0.429236348,0.309839906,0.592554821,0.642267611
B0018,96,3.465725125,31.25029411,1.426614262,0.765819143,36,0.093609802,0.000764215,28.66928691,31.27016927,3.466295875,Normal,992.8,0.47,10,8.3,11.6,6.44,350,0,1/13/2024 5:00,0.29843985,0.439922108,0.617493005,0.425817107,0.608955054
B0018,97,3.462645068,31.21549019,1.420259792,0.762408008,35,-0.034803915,-0.003080057,28.98701039,31.27569184,3.464736105,Normal,992.8,0.47,10,8.3,11.6,14.35,332,0,1/13/2024 5:30,0.233359272,0.158795829,0.543351815,0.532796138,0.531268886
B0018,98,3.463134237,31.26768565,1.40993013,0.756862954,34,0.052195461,0.00048917,29.50349348,31.26784364,3.463808774,Normal,992.8,0.43,2.4,0.8,3.7,7.08,354,0,1/13/2024 6:00,0.513389303,0.685576901,0.554676711,0.331626036,0.641943439
B0018,99,3.465283204,31.2801342,1.400571462,0.751839138,33,0.012448545,0.002148967,29.9714269,31.23405769,3.464349709,Normal,992.8,0.43,2.4,0.8,3.7,11.27,200,0,1/13/2024 6:30,0.232319362,0.733108354,0.441701997,0.285914583,0.546084351
B0018,100,3.45580652,31.27525888,1.402347973,0.752792785,32,-0.004875313,-0.009476684,29.88260135,31.25777261,3.462518831,Normal,992.8,0.43,2.4,0.8,3.7,6.44,350,0,1/13/2024 7:00,0.386927706,0.452156365,0.455027349,0.361441224,0.533289473
B0018,101,3.460257233,31.32848467,1.401333225,0.752248059,31,0.053225784,0.004450713,29.93333875,31.27341072,3.461425253,Normal,992.8,0.43,2.4,0.8,3.7,14.35,332,0,1/13/2024 7:30,0.295390426,0.492313022,0.441568462,0.435946,0.530299887
B0018,102,3.450614947,31.32941106,1.38881833,0.745529953,30,0.00092639,-0.009642285,30.55908351,31.29619489,3.459019228,Aging,992.9,0.48,7.5,4.7,8.2,11.72,198,1,1/13/2024 8:00,0.454829971,0.42522406,0.484148866,0.382850519,0.522927628
B0018,103,3.454635495,31.39576649,1.376910594,0.739137775,29,0.066355436,0.004020548,31.15447032,31.32181106,3.45731948,Aging,992.9,0.48,7.5,4.7,8.2,20.93,290,3,1/13/2024 8:30,0.430610351,0.577746702,0.618843263,0.617879411,0.430079101
B0018,104,3.462433012,31.31898921,1.379175116,0.74035339,28,-0.076777285,0.007797517,31.04124419,31.32958206,3.456749442,Aging,992.9,0.39,10.8,6.9,15.4,11.72,198,0,1/13/2024 9:00,0.547923324,0.677362005,0.545471408,0.484184296,0.471094475
B0018,105,3.449937448,31.46322595,1.380501833,0.741065584,27,0.144236737,-0.012495564,30.97490835,31.36717548,3.455575627,Aging,992.9,0.39,10.8,6.9,15.4,20.93,290,2,1/13/2024 9:30,0.289997267,0.292510409,0.569578641,0.684463033,0.434749576
B0018,106,3.479880406,30.24200731,1.471758206,0.790052811,26,-1.221218642,0.029942958,26.41208972,31.14988,3.459500262,Normal,992.9,0.28,1.5,0.8,2.5,11.72,198,0,1/13/2024 10:00,0.330020844,0.581341299,0.569497236,0.511163595,0.443832288
B0018,107,3.479264948,30.85410958,1.466588779,0.787277817,25,0.612102271,-0.000615458,26.67056105,31.05481971,3.465230262,Normal,992.9,0.28,1.5,0.8,2.5,20.93,290,2,1/13/2024 10:30,0.211872714,0.489263944,0.62606041,0.173214746,0.437652742
B0018,108,3.48123857,31.1191645,1.454739802,0.780917182,24,0.265054923,0.001973622,27.2630099,30.99949931,3.470550877,Normal,992.9,1.33,11.1,8.3,14.8,11.72,198,0,1/13/2024 11:00,0.300951123,0.541611592,0.53842821,0.589339662,0.376555399
B0018,109,3.471272983,31.20140772,1.440425894,0.773233349,23,0.082243224,-0.009965587,27.97870529,30.97598301,3.472318871,Normal,992.9,1.33,11.1,8.3,14.8,20.93,290,2,1/13/2024 11:30,0.437883416,0.587991741,0.548818119,0.281547008,0.435675739
B0018,110,3.47615743,30.74822952,1.431526832,0.768456254,22,-0.453178203,0.004884446,28.42365841,30.83298372,3.477562868,Normal,992.9,0.4,8.5,6.7,12.4,11.72,198,0,1/13/2024 12:00,0.501164769,0.501136703,0.670790261,0.490303979,0.468530385
B0018,111,3.466511122,30.71009019,1.417757764,0.761064897,21,-0.038139327,-0.009646308,29.11211181,30.9266003,3.474889011,Normal,992.9,0.4,8.5,6.7,12.4,20.93,290,2,1/13/2024 12:30,0.221305779,0.512492281,0.398344821,0.369708622,0.447223598
B0018,112,3.470338645,30.8402925,1.410305918,0.75706468,20,0.130202303,0.003827523,29.48470411,30.92383689,3.47310375,Normal,992.9,0.31,12.6,10.2,16.7,11.72,198,0,1/13/2024 13:00,0.51993432,0.497691372,0.370319697,0.719706731,0.465947646
B0018,113,3.45581139,31.50368358,1.406402529,0.754969306,19,0.663391086,-0.014527254,29.67987353,31.0007407,3.468018314,Normal,992.9,0.31,12.6,10.2,16.7,20.93,290,2,1/13/2024 13:30,0.600939643,0.656612187,0.321795996,0.63535468,0.514934449
B0018,114,3.462925924,31.82291019,1.414129752,0.759117348,18,0.319226604,0.007114534,29.2935124,31.1250412,3.466348902,Normal,992.9,0.72,15.6,13.4,17.9,11.72,198,0,1/13/2024 14:00,0.443905817,0.582592253,0.522962615,0.373651226,0.485018954
B0018,115,3.471538984,31.43141107,1.397593769,0.750240686,17,-0.391499112,0.00861306,30.12031155,31.26167751,3.465425213,Normal,992.9,0.72,15.6,13.4,17.9,20.93,290,2,1/13/2024 14:30,0.687799302,0.555996587,0.223653346,0.447367974,0.599427049
B0018,116,3.45562991,31.18159961,1.399358376,0.751187943,16,-0.24981146,-0.015909074,30.03208121,31.35597939,3.463248971,Normal,992.9,0.26,4.4,3,6.9,11.72,198,0,1/13/2024 15:00,0.246035133,0.355829616,0.564000158,0.491991276,0.57527271
B0018,117,3.458198579,30.97661584,1.379859375,0.740720707,15,-0.204983779,0.00256867,31.00703125,31.38324406,3.460820957,Aging,992.9,0.26,4.4,3,6.9,20.93,290,2,1/13/2024 15:30,0.167557549,0.475587694,0.480033949,0.566230255,0.562527643
B0018,118,3.456953952,30.63376329,1.388990077,0.745622148,14,-0.342852541,-0.001244628,30.55049613,31.20926,3.46104947,Aging,993,0.51,3.5,-1.5,6.1,25.76,330,3,1/13/2024 16:00,0.078546625,0.646997013,0.662829849,0.466144332,0.498563981
B0018,119,3.451123916,30.70776901,1.378093492,0.739772765,13,0.074005717,-0.005830036,31.09532538,30.98623177,3.458689068,Aging,993,0.51,3.5,-1.5,6.1,14.49,210,1,1/13/2024 16:30,0.624340719,0.531452796,0.397334989,0.33969098,0.552189209
B0018,120,3.452596125,30.32909187,1.365761545,0.733152867,12,-0.378677143,0.001472209,31.71192274,30.76576792,3.454900496,Aging,993,0.2,8.8,7.9,10.2,25.76,330,2,1/13/2024 17:00,0.484060943,0.614904264,0.466201142,0.376561923,0.547270138
B0018,121,3.471248379,30.30396422,1.443745642,0.775015419,11,-0.025127652,0.018652254,27.81271792,30.59024085,3.45802419,Normal,993,0.2,8.8,7.9,10.2,14.49,210,0,1/13/2024 17:30,0.365735888,0.763463205,0.661002178,0.462109317,0.588808321
B0018,122,3.471757694,30.65978199,1.423302986,0.764041621,10,0.355817776,0.000509315,28.83485071,30.52687408,3.460736013,Normal,993,0.95,8.8,6.8,11.6,25.76,330,2,1/13/2024 18:00,0.421661438,0.665776822,0.699349259,0.610744046,0.560544984
B0018,123,3.462802066,30.94971168,1.417977654,0.761182935,9,0.289929685,-0.008955628,29.10111731,30.59006375,3.461905636,Normal,993,0.95,8.8,6.8,11.6,14.49,210,0,1/13/2024 18:30,0.187418492,0.538895874,0.39612475,0.513974442,0.441616062
B0018,124,3.46827361,30.81828887,1.399885262,0.75147078,8,-0.131422809,0.005471544,30.00573689,30.61216772,3.465335575,Normal,993,0.51,4.1,2.1,7.9,25.76,330,2,1/13/2024 19:00,0.78262533,0.457818088,0.522796059,0.369860878,0.539031989
B0018,125,3.463326493,30.71308363,1.394861757,0.748774118,7,-0.105205233,-0.004947117,30.25691215,30.68896608,3.467481648,Aging,993,0.51,4.1,2.1,7.9,14.49,210,0,1/13/2024 19:30,0.396536864,0.183702455,0.539349504,0.540431882,0.455264744
B0018,126,3.465675392,30.71297119,1.396624869,0.749720572,6,-0.000112442,0.002348899,30.16875654,30.77076747,3.466367051,Aging,993,0.15,3.7,0.2,11.7,25.76,330,2,1/13/2024 20:00,0.393232466,0.503796253,0.550993938,0.41622066,0.497598781
B0018,127,3.458878127,31.02195579,1.393374033,0.747975495,5,0.308984593,-0.006797265,30.33129834,30.84320223,3.463791137,Aging,993,0.15,3.7,0.2,11.7,14.49,210,0,1/13/2024 20:30,0.495961104,0.482642322,0.457492572,0.5694687,0.592047833
B0018,128,3.460820512,31.64926495,1.3821635,0.741957581,4,0.627309168,0.001942385,30.89182502,30.98311289,3.463394827,Aging,993.1,1.09,2.9,0,7.4,4.83,190,1,1/13/2024 21:00,0.455168205,0.578781754,0.684395566,0.765810893,0.700364417
B0018,129,3.469662103,31.67531071,1.38047321,0.741050219,3,0.026045756,0.008841592,30.9763395,31.15451726,3.463672525,Aging,993.1,0.27,14.2,12.1,16.2,4.83,190,1,1/13/2024 21:30,0.412314004,0.505739457,0.218366947,0.419598815,0.639385412
B0018,130,3.455727256,31.48995062,1.368874577,0.73482397,2,-0.185360094,-0.013934848,31.55627115,31.30989065,3.462152678,Aging,993.1,0.56,1.2,-1.6,4.2,4.83,190,0,1/13/2024 22:00,0.243254257,0.483397535,0.434191107,0.558815077,0.57012927
B0018,131,3.462372056,31.09662844,1.374366232,0.737771939,1,-0.39332218,0.0066448,31.28168842,31.3866221,3.461492011,Aging,993.1,0.65,11.6,6.9,16.1,4.83,190,0,1/13/2024 22:30,0.45357806,0.287594999,0.561909867,0.373222612,0.595392729
B0018,132,3.444056375,31.1753614,1.352594856,0.726084872,0,0.078732959,-0.018315681,32.37025722,31.41730322,3.45852766,Aging,993.1,0.12,2.8,0.2,5.6,4.83,190,0,1/13/2024 23:00,0.688670749,0.400248307,0.563275741,0.44917878,0.672184761
B0042,1,3.46594194,30.52825581,1.769157648,1,111,0,0,11.54211759,30.52825581,3.46594194,Normal,993.1,0.61,5.2,3.4,6.6,4.83,190,0,1/13/2024 23:30,0.599236674,0.59036135,0.694885057,0.466193565,0.790623908
B0042,2,3.485238692,29.95773352,1.756101163,0.992619942,110,-0.570522284,0.019296753,12.19494186,30.24299466,3.475590316,Normal,993.1,0.34,7.2,4.8,8.7,4.83,190,0,1/14/2024 0:00,0.640531104,0.756672026,0.672174517,0.439410885,0.749757527
B0042,3,3.488383161,29.66167871,1.752991558,0.990862267,109,-0.296054813,0.003144469,12.35042211,30.04922268,3.479854598,Normal,993.1,1.98,14.4,11.9,17.6,4.83,190,0,1/14/2024 0:30,0.289797387,0.513305743,0.454117453,0.758133245,0.719059192
B0042,4,3.49460315,29.58111945,1.745316986,0.986524286,108,-0.080559255,0.00621999,12.73415071,29.93219687,3.483541736,Normal,993.1,0.99,8.7,6.2,10.9,4.83,190,0,1/14/2024 1:00,0.210065863,0.570386733,0.687112573,0.425865211,0.666380371
B0042,5,3.504146686,29.85245203,1.741729886,0.984496711,107,0.271332579,0.009543536,12.9135057,29.9162479,3.487662726,Normal,993.1,0.13,9.2,7.6,10.4,4.83,190,0,1/14/2024 1:30,0.354035513,0.654218286,0.391144306,0.533051216,0.62556249
B0042,6,3.581391654,29.44940696,1.474133956,0.833240586,106,-0.403045072,0.077244968,26.29330221,29.70047814,3.510752669,Normal,993.1,0.65,9.4,4.6,14.3,4.83,190,0,1/14/2024 2:00,0.384287485,0.417570277,0.632886043,0.231095651,0.605177154
B0042,7,3.511927236,30.13315308,1.734000916,0.980127982,105,0.683746118,-0.069464418,13.29995422,29.73556205,3.516090377,Normal,993.1,0.24,2,-4,7.5,4.83,190,0,1/14/2024 2:30,0.557365253,0.575621009,0.762158795,0.514473359,0.646893977
B0042,8,3.509889498,29.74045371,1.729359799,0.977504634,104,-0.392699371,-0.002037738,13.53201004,29.75131705,3.520391645,Normal,993.2,0.12,10.2,7.3,13.3,17.07,319,2,1/14/2024 3:00,0.092922562,0.42701861,0.674631529,0.599658588,0.603658494
B0042,9,3.508503302,29.50335412,1.721769058,0.973214037,103,-0.237099584,-0.001386196,13.91154712,29.73576398,3.523171675,Normal,993.2,0.12,10.2,7.3,13.3,20.93,150,2,1/14/2024 3:30,0.629925053,0.642454985,0.511625368,0.399351464,0.654375991
B0042,10,3.509373849,29.32450929,1.715212171,0.969507818,102,-0.178844832,0.000870547,14.23939143,29.63017543,3.524217108,Normal,993.2,0.12,10.2,7.3,13.3,8.05,220,0,1/14/2024 4:00,0.34866535,0.546712429,0.447322359,0.161497177,0.556590242
B0042,11,3.504611877,29.22569194,1.71364053,0.968619462,101,-0.098817355,-0.004761971,14.31797351,29.58543243,3.508861152,Normal,993.2,0.12,10.2,7.3,13.3,11.27,260,0,1/14/2024 4:30,0.303853155,0.566446663,0.271436642,0.458009966,0.471637772
B0042,12,3.507290173,29.26180921,1.706525245,0.964597613,100,0.036117271,0.002678296,14.67373774,29.41116365,3.50793374,Normal,993.2,0.12,10.2,7.3,13.3,16.53,349,2,1/14/2024 5:00,0.206315937,0.421367568,0.541718625,0.464708531,0.346757239
B0042,13,3.505007993,29.20609205,1.704670492,0.963549231,99,-0.055717155,-0.00228218,14.76647539,29.30429132,3.506957439,Normal,993.3,1.65,9.1,6.3,12.2,16.95,328,3,1/14/2024 5:30,0.099190555,0.621278977,0.332186837,0.549513837,0.291938604
B0042,14,3.508074729,29.18392032,1.694624534,0.957870846,98,-0.022171731,0.003066735,15.2687733,29.24040456,3.506871724,Normal,993.3,0.74,8.7,6.2,11.2,16.95,328,2,1/14/2024 6:00,0.512195097,0.806166422,0.379520669,0.703893806,0.378831146
B0042,15,3.5057452,29.15371413,1.693031507,0.956970403,97,-0.030206195,-0.002329528,15.34842463,29.20624553,3.506145995,Normal,993.4,0.39,1.8,-0.4,3.9,17.55,169,3,1/14/2024 6:30,0.387219661,0.391130106,0.321087023,0.417052191,0.388374926
B0042,16,3.504898529,29.10632507,1.696885787,0.959148999,96,-0.047389056,-0.000846671,15.15571066,29.18237216,3.506203325,Normal,993.4,0.39,1.8,-0.4,3.9,28.98,320,3,1/14/2024 7:00,0.160006517,0.480797513,0.428421079,0.359918632,0.32387159
B0042,17,3.502091021,29.12674242,1.688780263,0.954567426,95,0.020417353,-0.002807508,15.56098686,29.1553588,3.505163495,Normal,993.4,0.39,1.8,-0.4,3.9,13.48,341,1,1/14/2024 7:30,0.159153538,0.557476021,0.491970727,0.322652579,0.209345671
B0042,18,3.505687448,29.11535256,1.68177651,0.95060862,94,-0.011389867,0.003596427,15.91117449,29.1372109,3.505299385,Normal,993.4,0.75,7.5,2.4,10.7,17.55,169,2,1/14/2024 8:00,0.319035883,0.631931104,0.536292052,0.486410366,0.274375993
B0042,19,3.501789525,29.12272547,1.680288926,0.949767776,93,0.007372915,-0.003897923,15.98555372,29.12497193,3.504042345,Normal,993.4,0.75,7.5,2.4,10.7,28.98,320,2,1/14/2024 8:30,0.653170254,0.451301627,0.40782963,0.520154833,0.281061326
B0042,20,3.500159438,29.16352228,1.676910296,0.947858037,92,0.040796803,-0.001630087,16.15448521,29.12693356,3.502925192,Normal,993.4,0.75,7.5,2.4,10.7,13.48,341,0,1/14/2024 9:00,0.331734775,0.146195595,0.653225015,0.397185051,0.276192083
B0042,21,3.503798387,29.35747713,1.702598823,0.96237824,91,0.193954855,0.003638949,14.87005884,29.17716397,3.502705164,Normal,993.4,0.31,4.6,-0.5,8.9,17.55,169,2,1/14/2024 9:30,0.124476174,0.708799749,0.465482944,0.556065089,0.22460316
B0042,22,3.512523395,30.05829873,1.691546831,0.956131203,90,0.700821597,0.008725008,15.42265846,29.36347523,3.504791639,Normal,993.4,0.31,4.6,-0.5,8.9,28.98,320,2,1/14/2024 10:00,0.334042823,0.628455261,0.38031606,0.518478839,0.261337485
B0042,23,3.509324438,30.33555214,1.688815297,0.954587229,89,0.27725341,-0.003198957,15.55923514,29.60751515,3.505519037,Normal,993.4,0.31,4.6,-0.5,8.9,13.48,341,0,1/14/2024 10:30,0.329546072,0.292486849,0.52933748,0.467833475,0.327587865
B0042,24,3.507216525,30.22790177,1.678570764,0.948796601,88,-0.107650366,-0.002107913,16.07146182,29.82855041,3.506604437,Normal,993.4,0.22,0.5,-2,2.7,17.55,169,2,1/14/2024 11:00,0,0.444856912,0.784648411,0.354384852,0.180280259
B0042,25,3.50551858,30.04068826,1.666688952,0.942080517,87,-0.187213508,-0.001697946,16.6655524,30.0039836,3.507676265,Normal,993.4,0.22,0.5,-2,2.7,28.98,320,2,1/14/2024 11:30,0.365950856,0.736847013,0.545336961,0.404838027,0.174163339
B0042,26,3.504132817,29.99514841,1.661068252,0.938903469,86,-0.045539854,-0.001385762,16.94658739,30.13151786,3.507743151,Normal,993.4,0.22,0.5,-2,2.7,13.48,341,0,1/14/2024 12:00,0.336510912,0.720690973,0.442755248,0.171150735,0.224926105
B0042,27,3.500597395,30.29954532,1.669189618,0.943493995,85,0.304396909,-0.003535422,16.5405191,30.17976718,3.505357951,Normal,993.4,1.27,14,11.8,16.3,17.55,169,2,1/14/2024 12:30,0.491034394,0.652361182,0.2716027,0.490934226,0.32037523
B0042,28,3.504252997,30.68092451,1.665275026,0.941281309,84,0.381379195,0.003655602,16.73624869,30.24884165,3.504343663,Normal,993.4,1.27,14,11.8,16.3,28.98,320,2,1/14/2024 13:00,0.683159349,0.502759206,0.463835934,0.465807144,0.425097349
B0042,29,3.501278659,30.66343529,1.658145702,0.937251524,83,-0.017489224,-0.002974338,17.09271489,30.33594836,3.50315609,Normal,993.4,1.27,14,11.8,16.3,13.48,341,0,1/14/2024 13:30,0.562760838,0.537530916,0.530606621,0.485258705,0.399095549
B0042,30,3.501431067,30.40848005,1.645999054,0.930385744,82,-0.254955242,0.000152407,17.70004728,30.40950671,3.502338587,Normal,993.4,0.11,-0.1,-1,0.5,17.55,169,2,1/14/2024 14:00,0.330185218,0.50882334,0.439121579,0.52314984,0.398649896
B0042,31,3.493499362,30.23940448,1.647165173,0.931044881,81,-0.169075564,-0.007931705,17.64174137,30.45835793,3.500211896,Normal,993.4,0.11,-0.1,-1,0.5,28.98,320,2,1/14/2024 14:30,0.190579015,0.677805843,0.251333247,0.508933764,0.417661111
B0042,32,3.491928489,30.1387075,1.647994406,0.931513598,80,-0.10069698,-0.001570873,17.60027972,30.42619037,3.498478115,Normal,993.4,0.11,-0.1,-1,0.5,13.48,341,0,1/14/2024 15:00,0.803893301,0.408854065,0.371080546,0.449404392,0.552790379
B0042,33,3.495727453,30.49092273,1.643328674,0.928876336,79,0.352215224,0.003798964,17.83356631,30.38819001,3.496773006,Normal,993.4,0.11,6.9,3,10.3,17.55,169,2,1/14/2024 15:30,0.384869739,0.41825394,0.709842745,0.468485671,0.568701498
B0042,34,3.491932625,30.52916769,1.636100609,0.924790739,78,0.038244968,-0.003794828,18.19496956,30.36133649,3.494903799,Normal,993.4,0.11,6.9,3,10.3,28.98,320,2,1/14/2024 16:00,0.377321549,0.661974681,0.706824524,0.294172012,0.677219393
B0042,35,3.49000592,30.17961905,1.623943765,0.917919195,77,-0.349548644,-0.001926705,18.80281175,30.31556429,3.49261877,Normal,993.4,0.11,6.9,3,10.3,13.48,341,0,1/14/2024 16:30,0.370979152,0.520440447,0.365779079,0.392618386,0.678665534
B0042,36,3.487760577,29.93310245,1.616694991,0.913821893,76,-0.246516595,-0.002245342,19.16525046,30.25430389,3.491471013,Normal,993.4,0.19,8.2,4,12.9,17.55,169,2,1/14/2024 17:00,0.408014127,0.711386876,0.594950707,0.468701977,0.6992299
B0042,37,3.4820338,29.85511285,1.624031432,0.917968748,75,-0.077989602,-0.005726777,18.79842841,30.19758496,3.489492075,Normal,993.4,0.19,8.2,4,12.9,28.98,320,2,1/14/2024 17:30,0.350939931,0.43627558,0.322875991,0.374367091,0.658938652
B0042,38,3.485776899,30.25738767,1.617552087,0.914306359,74,0.402274817,0.003743099,19.12239565,30.15087794,3.487501964,Normal,993.4,0.19,8.2,4,12.9,13.48,341,0,1/14/2024 18:00,0.279389666,0.519042477,0.702462004,0.565838761,0.542814258
B0042,39,3.484962036,30.5627858,1.617407456,0.914224607,73,0.305398131,-0.000814863,19.12962718,30.15760157,3.486107846,Normal,993.5,0.76,8.6,5.7,11.4,20.93,140,3,1/14/2024 18:30,0.283856843,0.402604201,0.532121463,0.383631306,0.462601308
B0042,40,3.483959695,30.59004135,1.609350505,0.90967049,72,0.027255547,-0.001002341,19.53247476,30.23968602,3.484898601,Normal,993.5,0.76,8.6,5.7,11.4,13.4,215,1,1/14/2024 19:00,0.369541122,0.527381928,0.635642181,0.488597024,0.473920088
B0042,41,3.476805816,30.21923071,1.595108313,0.901620223,71,-0.370810638,-0.007153879,20.24458437,30.29691168,3.482707649,Normal,993.5,0.76,8.6,5.7,11.4,11.27,260,1,1/14/2024 19:30,0.284429205,0.327969929,0.244027966,0.476631306,0.500911457
B0042,42,2.705276423,24.18340292,1.16988033,0.661264038,70,-6.035827785,-0.771529393,41.50598352,29.16256969,3.327356174,Voltage Fluctuation,993.5,0.76,8.6,5.7,11.4,14.17,339,1,1/14/2024 20:00,0.25619237,0.460952475,0.595667927,0.552177463,0.343392353
B0042,43,2.679525149,23.82698736,1.122013281,0.634207631,69,-0.356415565,-0.025751274,43.89933597,27.87648963,3.166105824,Voltage Fluctuation,993.5,2.24,12.6,9.3,18.4,20.93,140,3,1/14/2024 20:30,0.392738371,0.333645743,0.494953368,0.570714363,0.345655376
B0042,44,2.679115795,23.77974969,1.098509507,0.62092234,68,-0.047237674,-0.000409354,45.07452463,26.51988241,3.004936576,Voltage Fluctuation,993.5,2.24,12.6,9.3,18.4,13.4,215,1,1/14/2024 21:00,0.332503797,0.619519706,0.621282188,0.545909664,0.332765765
B0042,45,2.652937956,23.9578003,1.088314427,0.615159665,67,0.178050611,-0.026177839,45.58427866,25.19343419,2.838732228,Voltage Fluctuation,993.5,2.24,12.6,9.3,18.4,11.27,260,1,1/14/2024 21:30,0.625665498,0.622561542,0.630531776,0.209990716,0.406013705
B0042,46,2.691575483,24.09382213,1.179436909,0.666665806,66,0.136021831,0.038637527,41.02815456,23.96835248,2.681686161,Voltage Fluctuation,993.5,2.24,12.6,9.3,18.4,14.17,339,1,1/14/2024 22:00,0,0.294189174,0.505748999,0.60590822,0.288668607
B0042,47,2.6739113,23.99346261,1.184074696,0.669287272,65,-0.100359516,-0.017664183,40.79626522,23.93036442,2.675413137,Voltage Fluctuation,993.5,0.38,6.4,2.4,9.9,20.93,140,2,1/14/2024 22:30,0.556917809,0.705403936,0.40778216,0.645877231,0.347907963
B0042,48,2.674532494,24.13426783,1.162879013,0.657306608,64,0.140805217,0.000621194,41.85604936,23.99182051,2.674414606,Voltage Fluctuation,993.5,0.38,6.4,2.4,9.9,13.4,215,0,1/14/2024 23:00,0.582680865,0.861551871,0.610666713,0.404806839,0.435134687
B0042,49,2.672674327,24.39919866,1.153103906,0.651781319,63,0.26493083,-0.001858167,42.34480471,24.11571031,2.673126312,Voltage Fluctuation,993.5,0.38,6.4,2.4,9.9,11.27,260,0,1/14/2024 23:30,0.029434961,0.532567989,0.487240749,0.491037381,0.361962807
B0042,51,2.64743295,24.88014162,1.161525642,0.656541627,61,0.480942961,-0.025241377,41.92371792,24.30017857,2.672025311,Voltage Fluctuation,993.5,0.38,6.4,2.4,9.9,14.17,339,0,1/15/2024 0:00,0.317885401,0.440355044,0.367815119,0.355774462,0.347106592
B0042,52,2.650103129,24.48479025,1.151294173,0.650758384,60,-0.395351373,0.002670179,42.43529137,24.37837219,2.66373084,Voltage Fluctuation,993.5,0.37,6.6,2.5,10,20.93,140,2,1/15/2024 0:30,0.313093189,0.905424571,0.360853939,0.228901215,0.355350371
B0042,53,2.638635174,24.32438028,1.142708187,0.645905235,59,-0.160409966,-0.011467955,42.86459064,24.44455573,2.656675615,Voltage Fluctuation,993.5,0.37,6.6,2.5,10,13.4,215,0,1/15/2024 1:00,0.140414718,0.34938567,0.278994429,0.374023776,0.322052651
B0042,54,2.641516206,24.31173812,1.120415133,0.633304293,58,-0.01264216,0.002881032,43.97924334,24.48004979,2.650072357,Voltage Fluctuation,993.5,0.37,6.6,2.5,10,11.27,260,0,1/15/2024 1:30,0.245363885,0.529092169,0.421087858,0.397846844,0.279667664
B0042,55,2.636149095,24.79815513,1.137188553,0.642785313,57,0.486417007,-0.005367111,43.14057236,24.55984108,2.642767311,Voltage Fluctuation,993.5,0.37,6.6,2.5,10,14.17,339,0,1/15/2024 2:00,0.189904026,0.550499504,0.658134765,0.42007577,0.238655887
B0042,56,2.602713371,24.68715357,1.137699788,0.643074284,56,-0.111001554,-0.033435725,43.11501062,24.52124347,2.633823395,Voltage Fluctuation,993.5,0.14,2.2,1.5,2.9,20.93,140,2,1/15/2024 2:30,0.667045074,0.706915302,0.522215349,0.347606657,0.250556677
B0042,57,2.590840722,24.65321159,1.131898364,0.639795083,55,-0.033941988,-0.011872649,43.40508179,24.55492774,2.621970913,Voltage Fluctuation,993.5,0.14,2.2,1.5,2.9,13.4,215,0,1/15/2024 3:00,0.530946399,0.57467152,0.41822555,0.374658426,0.403257168
B0042,58,2.613327939,24.52980437,1.120114954,0.633134619,54,-0.123407219,0.022487218,43.9942523,24.59601256,2.616909467,Voltage Fluctuation,993.5,0.14,2.2,1.5,2.9,11.27,260,0,1/15/2024 3:30,0.586925849,0.45947619,0.614364236,0.461326574,0.411887498
B0042,59,2.608476192,24.52142021,1.112095006,0.628601418,53,-0.008384158,-0.004851747,44.39524969,24.63794897,2.610301464,Voltage Fluctuation,993.5,0.14,2.2,1.5,2.9,14.17,339,0,1/15/2024 4:00,0.495278677,0.398743025,0.373738904,0.370243334,0.386750578
B0042,60,2.584146864,24.84362041,1.115226875,0.630371678,52,0.322200195,-0.024329328,44.23865623,24.64704203,2.599901018,Voltage Fluctuation,993.5,0.14,4,1.6,6.2,20.93,140,2,1/15/2024 4:30,0.186824705,0.48052068,0.51009401,0.527853278,0.432015959
B0042,61,2.590977993,24.56194409,1.104772461,0.624462417,51,-0.281676317,0.006831128,44.76137695,24.62200013,2.597553942,Voltage Fluctuation,993.5,0.14,4,1.6,6.2,13.4,215,0,1/15/2024 5:00,0.287579956,0.391262206,0.469682361,0.544425408,0.423300096
